,,YEAR,PLAYER,NB CODE,POS,BODY FAT %,HAND SIZE,WEIGHT (LBS),HEIGHT,STANDING,WINGSPAN,HEIGHT W/O SHOES,WINGSPAN,STANDING REACH,LANE AGILITY,SHUTTLE RUN,3/4 SPRINT,STANDING VERT,MAX VERT,MAX BENCH
-2003,,2003,Marcus Hatten,Marcus Hatten,PG,4.00%,,163,72.75,98,78.25,6' 0.75'',6' 6.25'',8' 2'',11.5,,3.15,29.5,37.5,7
-2003,,2003,Marlon Parmer,Marlon Parmer,PG,9.30%,,184,72.75,97,75.5,6' 0.75'',6' 3.5'',8' 1'',,,3.42,28,32,13
10,2013,2003,Marquis Daniels,Marquis Daniels,SGPG,4.00%,,198,77.25,103.5,82,6' 5.25'',6' 10'',8' 7.5'',11.62,,3.25,30.5,35,6
-2003,,2003,Marquis Estill,Marquis Estill,PFC,11.70%,,257,80.5,108,88,6' 8.5'',7' 4'',9' 0'',12.92,,3.31,30,36,7
-2003,,2003,Marvin Stone,Marvin Stone,CPF,17.40%,,261,81.5,109.5,87.5,6' 9.5'',7' 3.5'',9' 1.5'',12.1,,3.5,25.5,27.5,9
13,2016,2003,Matt Bonner,Matt Bonner,PFSF,13.60%,,242,80.5,105.5,80.75,6' 8.5'',6' 8.75'',8' 9.5'',11.52,,3.32,27,32,20
10,2013,2003,Matt Carroll,Matt Carroll,SGSF,6.70%,,207,77,98.5,78.5,6' 5'',6' 6.5'',8' 2.5'',11.11,,3.35,29,33.5,13
13,2016,2003,Maurice Williams,Mo Williams,PGSG,6.70%,,189,72.75,98.5,77.5,6' 0.75'',6' 5.5'',8' 2.5'',,,,,,3
-2003,,2003,Michael Ignerski,Michael Ignerski,PFSF,10.50%,,232,81.5,107,82.75,6' 9.5'',6' 10.75'',8' 11'',11.21,,3.13,26.5,33,10
4,2007,2003,Mike Sweetney,Michael Sweetney,PF,14.10%,,262,79.25,107.5,85,6' 7.25'',7' 1'',8' 11.5'',12.9,,3.28,26,31.5,3
15,2018,2003,Nick Collison,Nick Collison,PF,17.00%,,255,80.75,108,85.5,6' 8.75'',7' 1.5'',9' 0'',11.62,,3.28,28,33,8
3,2006,2003,Pavel Podkolzin,Pavel Podkolzin,C,16.30%,,303,87.5,116,89.75,7' 3.5'',7' 5.75'',9' 8'',13.4,,3.8,19.5,22.5,5
-2003,,2003,Rashad Wright,Rashad Wright,PG,8.00%,,190,72.5,98.5,82,6' 0.5'',6' 10'',8' 2.5'',11.15,,3.28,28.5,32.5,10
-2003,,2003,Rick Anderson,Rick Anderson,SFPF,9.90%,,216,80.25,106.5,83,6' 8.25'',6' 11'',8' 10.5'',11.23,,3.4,26,30.5,6
-2003,,2003,Robert Jackson,Robert Jackson,PFC,15.90%,,254,79.75,107.5,84,6' 7.75'',7' 0'',8' 11.5'',11.26,,3.25,23.5,26,15
-2003,,2003,Ron Slay,Ron Slay,SFPF,16.30%,,236,78,103.5,82,6' 6'',6' 10'',8' 7.5'',12.01,,3.43,28.5,31.5,10
8,2011,2003,Ronald Dupree,Ronald Dupree,SFSG,6.70%,,209,78,101,80.25,6' 6'',6' 8.25'',8' 5'',11.09,,3.23,37.5,41.5,11
-2003,,2003,Ruben Douglas,Ruben Douglas,SG,6.00%,,193,75.5,100.5,79.25,6' 3.5'',6' 7.25'',8' 4.5'',11.95,,3.27,28.5,35,9
-2003,,2003,Sam Hoskin,Sam Hoskin,PF,,,261,79.25,107.5,82.75,6' 7.25'',6' 10.75'',8' 11.5'',,,,,,24
-2003,,2003,Sani Ibrahim,Sani Ibrahim,CPF,9.30%,,229,80.5,109.5,85,6' 8.5'',7' 1'',9' 1.5'',13.02,,3.4,26,30.5,12
14,2017,2003,Sasha Vujacic,Sasha Vujacic,PGSG,14.10%,,193,77.5,101,77.5,6' 5.5'',6' 5.5'',8' 5'',,,,,,0
-2003,,2003,Souleymane Camara,Souleymane Camara,PFSF,9.90%,,211,81.75,109,86.25,6' 9.75'',7' 2.25'',9' 1'',11.51,,3.2,28.5,34.5,2
-2003,,2003,Stephane Pelle,Stephane Pelle,PFSF,12.40%,,246,79,107,86,6' 7'',7' 2'',8' 11'',11.37,,3.27,28.5,33,17
2,2005,2003,Theron Smith,Theron Smith,PFSF,9.30%,,234,78.5,104.5,82.25,6' 6.5'',6' 10.25'',8' 8.5'',10.99,,3.1,28.5,32,25
9,2012,2003,TJ Ford,T.J. Ford,PG,6.70%,,162,71,93.5,71.5,5' 11'',5' 11.5'',7' 9.5'',11.45,,3.2,32.5,39.5,0
-2003,,2003,Tommy Smith,Tommy Smith,PFSF,6.70%,,200,81,107.5,86.5,6' 9'',7' 2.5'',8' 11.5'',11.54,,3.14,30,33,2
1,2004,2003,Travis Hansen,Travis Hansen,SG,6.00%,,200,76.5,100.5,78.5,6' 4.5'',6' 6.5'',8' 4.5'',10.72,,3.18,31.5,35,16
-2003,,2003,Trevor Harvey,Trevor Harvey,CPF,10.50%,,245,81.5,109.5,85,6' 9.5'',7' 1'',9' 1.5'',11.85,,3.32,29.5,32,11
1,2004,2003,Troy Bell,Troy Bell,PG,5.30%,,178,72.25,97.5,77,6' 0.25'',6' 5'',8' 1.5'',10.89,,3.06,34.5,41,17
-2003,,2003,Uche NsonwuAmadi,Uche NsonwuAmadi,PFC,6.00%,,246,79.75,106.5,87.75,6' 7.75'',7' 3.75'',8' 10.5'',11.83,,3.25,27.5,29,21
-2003,,2003,Ugonna Okyekwe,Ugonna Okyekwe,SF,4.30%,,228,79.25,109,87,6' 7.25'',7' 3'',9' 1'',11.43,,3.2,32,36.5,8
-2003,,2003,Wayne Wallace,Wayne Wallace,PF,4.60%,,187,79.25,108,86,6' 7.25'',7' 2'',9' 0'',11.85,,3.24,29.5,36,6
-2003,,2003,Wesley Wilson,Wesley Wilson,CPF,12.40%,,257,82.25,110.5,87,6' 10.25'',7' 3'',9' 2.5'',12.19,,3.3,27,30.5,20
-2003,,2003,Will McDonald,Will McDonald,CPF,13.60%,,258,81.5,109.5,87.5,6' 9.5'',7' 3.5'',9' 1.5'',11.83,,3.42,25,32.5,17
12,2015,2003,Willie Green,Willie Green,SGPG,8.00%,,201,74.5,100,79.25,6' 2.5'',6' 7.25'',8' 4'',11.86,,3.19,28.5,28.5,13
-2002,,2002,Aaron McGhee,Aaron McGhee,PFSF,,,255,79,105.5,82,6' 7'',6' 10'',8' 9.5'',12.24,,,26,28.5,
14,2016,2002,Amare Stoudemire,Amar'e Stoudemire,PF,,,233,80.5,108.5,85.75,6' 8.5'',7' 1.75'',9' 0.5'',11.19,,3.25,32,35.5,12
-2002,,2002,Andy Ellis,Andy Ellis,PF,,,220,81.25,102,82.25,6' 9.25'',6' 10.25'',8' 6'',11.69,,3.34,32,35.5,6
4,2006,2002,Anthony Grundy,Anthony Grundy,PGSG,,,167,72.75,99,79.75,6' 0.75'',6' 7.75'',8' 3'',11.1,,3.39,27.5,32,0
-2002,,2002,Brian Brown,Brian Brown,PGSG,,,194,74.5,99,79,6' 2.5'',6' 7'',8' 3'',11.43,,3.29,26,33,8
-2002,,2002,Brooks Sales,Brooks Sales,PFC,,,232,81,108,82,6' 9'',6' 10'',9' 0'',11.05,,3.29,26,29.5,13
-2002,,2002,Byron Mouton,Byron Mouton,SGSF,,,213,76.5,102,82.25,6' 4.5'',6' 10.25'',8' 6'',11.84,,3.1,24,30,7
13,2015,2002,Carlos Boozer,Carlos Boozer,PF,,,258,79.75,108.5,86.25,6' 7.75'',7' 2.25'',9' 0.5'',10.77,,3.31,26.5,28.5,13
14,2016,2002,Caron Butler,Caron Butler,SFSG,,,222,77.25,103.5,83.5,6' 5.25'',6' 11.5'',8' 7.5'',12.15,,3.33,27,31,2
-2002,,2002,Chris Burgess,Chris Burgess,C,,,246,82,109,83.5,6' 10'',6' 11.5'',9' 1'',11.58,,3.37,24.5,31,24
-2002,,2002,Chris Christoffersen,Chris Christoffersen,C,,,291,84.75,109,87.5,7' 0.75'',7' 3.5'',9' 1'',12.55,,3.39,28,31,13
-2002,,2002,Chris Massie,Chris Massie,PF,,,248,78.25,107,84,6' 6.25'',7' 0'',8' 11'',12.48,,3.22,26.5,33,13
1,2003,2002,Chris Owens,Chris Owens,PFSF,,,237,79,104,83.5,6' 7'',6' 11.5'',8' 8'',,,,,,10
11,2013,2002,Chris Wilcox,Chris Wilcox,PFC,,,218,80.25,107.5,85,6' 8.25'',7' 1'',8' 11.5'',11.43,,3.16,31,34.5,20
-2002,,2002,Cordell Henry,Cordell Henry,PG,,,155,68,92,73,5' 8'',6' 1'',7' 8'',11.3,,3.04,33,37.5,1
3,2005,2002,Corsley Edwards,Corsley Edwards,PF,,,285,79.25,106.5,82.75,6' 7.25'',6' 10.75'',8' 10.5'',12.18,,3.31,28.5,33,12
-2002,,2002,Craig Dawson,Craig Dawson,SGSF,,,200,75.5,102,78.25,6' 3.5'',6' 6.25'',8' 6'',12.06,,3.25,26,30,0
3,2005,2002,Curtis Borchardt,Curtis Borchardt,C,,,238,82.75,112,86.5,6' 10.75'',7' 2.5'',9' 4'',12.56,,3.63,24,27,7
5,2007,2002,Dajuan Wagner,Dajuan Wagner,PGSG,,,193,72.75,99,74,6' 0.75'',6' 2'',8' 3'',12.03,,3.22,28,35,16
-2002,,2002,Damon Hancock,Damon Hancock,SGPG,,,203,74.75,99.5,78,6' 2.75'',6' 6'',8' 3.5'',11.62,,3.03,32,35,15
9,2011,2002,Darius Songaila,Darius Songaila,PF,,,240,80,108.5,85,6' 8'',7' 1'',9' 0.5'',11.69,,3.52,24.5,29.5,8
-2002,,2002,David Graves,David Graves,SG,,,212,76.5,101,79,6' 4.5'',6' 7'',8' 5'',11.2,,3.27,26,29.5,8
4,2006,2002,Derrick Zimmerman,Derrick Zimmerman,PG,5.30%,,190,73,96.25,81,6' 1'',6' 9'',8' .25'',11.09,,3.1,34,40.5,13
14,2016,2002,Drew Gooden,Drew Gooden,PF,,,227,80.75,106.5,84.5,6' 8.75'',7' 0.5'',8' 10.5'',11.81,,3.19,29,33,13
-2002,,2002,Elvin Mims,Elvin Mims,SFSG,,,211,76.25,105.5,85.5,6' 4.25'',7' 1.5'',8' 9.5'',11.17,,3.22,32,38,7
3,2005,2002,Frank Williams,Frank Williams,PG,,,212,73.5,100.5,80,6' 1.5'',6' 8'',8' 4.5'',11.73,,3.29,26,31,
7,2009,2002,Fred Jones,Fred Jones,SG,,,218,74.25,100,84,6' 2.25'',7' 0'',8' 4'',11.12,,3.13,33.5,37.5,
-2002,,2002,George Williams,George Williams,PFSF,,,214,77.75,103,84.5,6' 5.75'',7' 0.5'',8' 7'',11.21,,3.24,33.5,39,11
-2002,,2002,Greg Harrington,Greg Harrington,PG,,,183,73,97,75.75,6' 1'',6' 3.75'',8' 1'',12.06,,3.32,28.5,34,15
-2002,,2002,Immanuel McElroy,Immanuel McElroy,SG,,,191,74.25,100,78.5,6' 2.25'',6' 6.5'',8' 4'',,,,,,9
-2002,,2002,Israel Sheinfeld,Israel Sheinfeld,PFC,,,239,80.25,106.5,81.75,6' 8.25'',6' 9.75'',8' 10.5'',,,,,,8
13,2015,2002,Jannero Pargo,Jannero Pargo,PG,,,168,72.25,96,74.5,6' 0.25'',6' 2.5'',8' 0'',11.11,,3.2,25.5,29.5,5
11,2013,2002,Jared Jeffries,Jared Jeffries,PF,,,230,82,109,84.5,6' 10'',7' 0.5'',9' 1'',11.73,,3.4,26,30,9
-2002,,2002,Jason Jennings,Jason Jennings,C,,,249,83.25,111,91,6' 11.25'',7' 7'',9' 3'',11.92,,3.62,29,32,8
1,2003,2002,Jay Williams,Jay Williams,PG,,,197,72.25,97,75.5,6' 0.25'',6' 3.5'',8' 1'',10.34,,3.09,28.5,36,10
-2002,,2002,Jobey Thomas,Jobey Thomas,SG,,,183,74.75,99.5,77.75,6' 2.75'',6' 5.75'',8' 3.5'',11.46,,3.3,26,32,13
13,2015,2002,John Salmons,John Salmons,SFSG,,,207,77.5,104,82.25,6' 5.5'',6' 10.25'',8' 8'',11.35,,3.25,30.5,34.5,12
2,2004,2002,JR Bremer,J.R. Bremer,SGPG,,,188,73.25,96,74.25,6' 1.25'',6' 2.25'',8' 0'',10.93,,3.1,30,35.5,24
-2002,,2002,Julian Sensley,Julian Sensley,PFSF,,,228,79,105.5,83.5,6' 7'',6' 11.5'',8' 9.5'',11.85,,3.32,27.5,31.5,8
8,2010,2002,Kareem Rush,Kareem Rush,SGSF,,,199,76.75,103.5,81.75,6' 4.75'',6' 9.75'',8' 7.5'',11.86,,3.22,26,30,15
-2002,,2002,Kei Madison,Kei Madison,SF,,,216,79.75,107,84.5,6' 7.75'',7' 0.5'',8' 11'',11.74,,3.22,27.5,34.5,6
-2002,,2002,Kevin Lyde,Kevin Lyde,CPF,,,278,80.75,109.5,86,6' 8.75'',7' 2'',9' 1.5'',12.97,,3.36,27.5,30.5,13
-2002,,2002,Kris Lang,Kris Lang,CPF,,,242,81.25,109,83.75,6' 9.25'',6' 11.75'',9' 1'',11.36,,3.24,28,29,19
-2002,,2002,Lee Benson,Lee Benson,SFPF,,,217,80.25,109,85.75,6' 8.25'',7' 1.75'',9' 1'',11.44,,3.29,27.5,32.5,14
-2002,,2002,Lenny Cooke,Lenny Cooke,SGSF,,,214,77.5,107,85,6' 5.5'',7' 1'',8' 11'',,,,,,0
-2002,,2002,Lonnie Jones,Lonnie Jones,CPF,,,230,82.25,112,86.25,6' 10.25'',7' 2.25'',9' 4'',11.8,,3.33,30.5,31.5,15
4,2006,2002,Lonny Baxter,Lonny Baxter,PFC,,,264,78.25,107.5,85.5,6' 6.25'',7' 1.5'',8' 11.5'',11.77,,3.21,28,32.5,14
-2002,,2002,Lubos Barton,Lubos Barton,SFSG,,,221,78.5,107,84,6' 6.5'',7' 0'',8' 11'',11.2,,3.31,25.5,31.5,14
-2002,,2002,Luke Recker,Luke Recker,SGSF,,,198,76.75,101,79,6' 4.75'',6' 7'',8' 5'',10.78,,3.27,25.5,31,13
5,2007,2002,Lynn Greer,Lynn Greer,PG,,,170,72.25,94.5,73,6' 0.25'',6' 1'',7' 10.5'',11.24,,3.16,29.5,36.5,12
8,2010,2002,Marcus Haislip,Marcus Haislip,PF,,,221,80.5,107,84,6' 8.5'',7' 0'',8' 11'',11.35,,3.21,33.5,36.5,8
-2002,,2002,Marcus Taylor,Marcus Taylor,PG,,,181,73,98.5,76.5,6' 1'',6' 4.5'',8' 2.5'',11.25,,3.31,27.5,33.5,4
4,2006,2002,Mario Kasun,Mario Kasun,C,,,260,83.75,109,83.5,6' 11.75'',6' 11.5'',9' 1'',,,,,,12
15,2017,2002,Matt Barnes,Matt Barnes,SF,,,226,78.75,96.5,81,6' 6.75'',6' 9'',8' 0.5'',10.68,,3.28,35.5,40.5,11
3,2005,2002,Maurice Baker,Maurice Baker,PG,,,178,71.75,96,76,5' 11.75'',6' 4'',8' 0'',12.19,,3.29,29.5,33,2
12,2014,2002,Melvin Ely,Melvin Ely,PF,,,240,81,111,88,6' 9'',7' 4'',9' 3'',11.96,,3.35,26,29,7
15,2017,2002,Mike Dunleavy,Mike Dunleavy,SF,,,230,80,106,81,6' 8'',6' 9'',8' 10'',11.55,,3.3,24.5,29,11
-2002,,2002,Mire Chatman,Mire Chatman,PGSG,,,174,72,98,78,6' 0'',6' 6'',8' 2'',11.12,,3.18,29,33,1
-2002,,2002,Muhammed Lasege,Muhammed Lasege,CPF,,,228,80.75,108.5,86,6' 8.75'',7' 2'',9' 0.5'',12.96,,3.29,27.5,30,18
17,2019,2002,Nenê,Nene,PF,,,253,81.25,109,88.5,6' 9.25'',7' 4.5'',9' 1'',10.73,,3.19,30,34,16
-2002,,2002,Peter Fehse,Peter Fehse,PFC,,,220,82,109,84.5,6' 10'',7' 0.5'',9' 1'',,,,,,
1,2003,2002,Predrag Savovic,Predrag Savovic,SG,,,212,76.75,102,79,6' 4.75'',6' 7'',8' 6'',10.94,,3.38,22.5,28.5,13
-2002,,2002,Preston Shumpert,Preston Shumpert,SF,,,197,78,103.5,80.5,6' 6'',6' 8.5'',8' 7.5'',11.03,,3.24,28.5,29,9
4,2006,2002,Qyntel Woods,Qyntel Woods,SFSG,,,213,79,105,82,6' 7'',6' 10'',8' 9'',11.94,,3.23,33.5,34.5,2
4,2006,2002,Randy Holcomb,Randy Holcomb,SFPF,,,225,79,105,85,6' 7'',7' 1'',8' 9'',12.85,,3.22,29.5,35.5,15
14,2016,2002,Rasual Butler,Rasual Butler,SF,,,198,78.75,105.5,84,6' 6.75'',7' 0'',8' 9.5'',11.54,,3.29,31.5,37.5,10
13,2015,2002,Reggie Evans,Reggie Evans,PF,,,250,79.5,107.5,86.5,6' 7.5'',7' 2.5'',8' 11.5'',12.73,,3.26,26,29.5,15
2,2004,2002,Robert Archibald,Robert Archibald,PFC,,,250,82,109.5,83.75,6' 10'',6' 11.75'',9' 1.5'',11.34,,3.33,24,27.5,10
-2002,,2002,Rod Grizzard,Rod Grizzard,SFSG,,,193,78,107,84,6' 6'',7' 0'',8' 11'',,,,,,6
-2002,,2002,Rolan Roberts,Rolan Roberts,PF,,,241,77.75,105.5,85,6' 5.75'',7' 1'',8' 9.5'',11.36,,3.33,32.5,37.5,16
8,2010,2002,Ronald Murray,Ronald Murray,SG,,,197,75,100.5,79.5,6' 3'',6' 7.5'',8' 4.5'',11.13,,3.16,31,36.5,9
3,2005,2002,Ryan Humphrey,Ryan Humphrey,PFSF,,,223,78,104.5,84,6' 6'',7' 0'',8' 8.5'',11.75,,3.2,31.5,37.5,13
-2002,,2002,Sean Kennedy,Sean Kennedy,PG,,,182,72.75,96,74.5,6' 0.75'',6' 2.5'',8' 0'',11.64,,3.28,22.5,26.5,0
6,2008,2002,Smush Parker,Smush Parker,PGSG,,,179,74.5,107.5,82,6' 2.5'',6' 10'',8' 11.5'',12.3,,3.26,21,28.5,1
-2002,,2002,Steve Logan,Steve Logan,PG,,,207,70,92.5,71.75,5' 10'',5' 11.75'',7' 8.5'',,,,,,11
-2002,,2002,Sylvere Bryan,Sylvere Bryan,PF,,,226,81,109.5,88.5,6' 9'',7' 4.5'',9' 1.5'',12.03,,3.2,28.5,29.5,13
3,2005,2002,Tamar Slay,Tamar Slay,SF,,,203,78.75,104,83.5,6' 6.75'',6' 11.5'',8' 8'',10.94,,3.09,32.5,38,11
-2002,,2002,Teddy Dupay,Teddy Dupay,PG,,,178,69.5,90.5,70.75,5' 9.5'',5' 10.75'',7' 6.5'',10.53,,3.19,28,33,16
1,2003,2002,Tito Maddox,Tito Maddox,PG,,,200,75,99,77,6' 3'',6' 5'',8' 3'',12.2,,3.24,27,32.5,0
-2002,,2002,Travis Robinson,Travis Robinson,SF,,,211,77.25,104.5,82.5,6' 5.25'',6' 10.5'',8' 8.5'',11.96,,3.43,26,33,3
-2002,,2002,Uche Okafor,Uche Okafor,PFC,,,229,81,112,89.5,6' 9'',7' 5.5'',9' 4'',14.45,,3.34,24.5,25,10
21,2023,2002,Udonis Haslem,Udonis Haslem,PF,,,250,79.75,107,83,6' 7.75'',6' 11'',8' 11'',11.8,,3.31,28.5,33.5,22
-2001,,2001,Adam Allenspach,Adam Allenspach,C,12.40%,,259,83.5,107,84.5,6' 11.5'',7' 0.5'',8' 11'',11.9,,3.4,28.5,31,16
3,2004,2001,Alton Ford,Alton Ford,PF,8.00%,,271,80.25,102.5,82.5,6' 8.25'',6' 10.5'',8' 6.5'',11.7,,3.16,34.5,36.5,21
-2001,,2001,Andre Hutson,Andre Hutson,PF,11.70%,,244,80.25,105.5,83.75,6' 8.25'',6' 11.75'',8' 9.5'',11.25,,3.3,29,32.5,17
-2001,,2001,Anthony Evans,Anthony Evans,PF,12.90%,,267,78,101.5,83.5,6' 6'',6' 11.5'',8' 5.5'',12.56,,3.31,31.5,33,18
-2001,,2001,Benjamin Eze,Benjamin Eze,CPF,3.90%,,232,80.75,109,90,6' 8.75'',7' 6'',9' 1'',13.05,,3.36,29,32,14
11,2012,2001,Bobby Simmons,Bobby Simmons,SF,6.70%,,235,78.25,105,84.25,6' 6.25'',7' 0.25'',8' 9'',11.69,,3.41,27.5,34,12
3,2004,2001,Brandon Armstrong,Brandon Armstrong,SG,9.30%,,188,75.5,99.5,81.5,6' 3.5'',6' 9.5'',8' 3.5'',10.91,,3.2,30,37,6
14,2015,2001,Brendan Haywood,Brendan Haywood,C,12.90%,,266,83.75,113.5,90.5,6' 11.75'',7' 6.5'',9' 5.5'',12.87,,3.5,27,28.5,17
-2001,,2001,Brent Wright,Brent Wright,PFSF,12.40%,,236,79.75,105.5,85.5,6' 7.75'',7' 1.5'',8' 9.5'',12.25,,3.3,23,29,19
11,2012,2001,Brian Scalabrine,Brian Scalabrine,PFSF,13.60%,,241,80.75,105.5,81.75,6' 8.75'',6' 9.75'',8' 9.5'',11.75,,3.47,27,30.5,14
-2001,,2001,Calvin Bowman,Calvin Bowman,PF,8.60%,,214,80.75,104,83.5,6' 8.75'',6' 11.5'',8' 8'',11.96,,3.21,28.5,34.5,7
-2001,,2001,Charles Hathaway,Charles Hathaway,C,,,274,80,107.5,86,6' 8'',7' 2'',8' 11.5'',,,,,,
10,2011,2001,Charlie Bell,Charlie Bell,PG,6.70%,,200,74.5,97.5,79.5,6' 2.5'',6' 7.5'',8' 1.5'',10.59,,3.12,31.5,38,15
-2001,,2001,Cookie Belcher,Cookie Belcher,SGPG,5.30%,,206,75,99,80.5,6' 3'',6' 8.5'',8' 3'',11.26,,2.91,35,41.5,7
4,2005,2001,Damone Brown,Damone Brown,SF,6.70%,,202,80.25,104.5,83.75,6' 8.25'',6' 11.75'',8' 8.5'',11.81,,3.27,32,37,6
-2001,,2001,Damone Thornton,Damone Thornton,PF,8.00%,,235,78.75,103.75,85.75,6' 6.75'',7' 1.75'',8' 7.75'',11.17,,3.2,33.5,37.5,19
-2001,,2001,Darrell Johns,Darrell Johns,C,19.10%,,278,83.25,111.5,89,6' 11.25'',7' 5'',9' 3.5'',12.41,,3.59,23.5,30,18
-2001,,2001,Darren Kelly,Darren Kelly,SGPG,6.70%,,178,74,100,78.75,6' 2'',6' 6.75'',8' 4'',11.38,,3.21,30.5,34.5,1
-2001,,2001,DeMarcus Minor,DeMarcus Minor,SG,6.70%,,207,75.25,99.5,80.25,6' 3.25'',6' 8.25'',8' 3.5'',10.57,,3.15,29,41,9
-2001,,2001,Demetrius Porter,Demetrius Porter,PG,12.40%,,178,70.75,94,74.75,5' 10.75'',6' 2.75'',7' 10'',11.5,,3.34,26,31,5
12,2013,2001,DeSagana Diop,DeSagana Diop,C,21.00%,,314,82,113,90.5,6' 10'',7' 6.5'',9' 5'',12.37,,3.56,21.5,25.5,15
13,2014,2001,Earl Watson,Earl Watson,PG,4.00%,,184,72,97,78.75,6' 0'',6' 6.75'',8' 1'',10.97,,3.19,32.5,37.5,4
6,2007,2001,Eddie Griffin,Eddie Griffin,PFSF,4.00%,,222,81.25,110,87,6' 9.25'',7' 3'',9' 2'',11.77,,3.21,26.5,33,3
12,2013,2001,Eddy Curry,Eddy Curry,C,16.50%,,301,82.5,111,90.5,6' 10.5'',7' 6.5'',9' 3'',12.25,,3.53,28,31,16
-2001,,2001,Eric Chenowith,Eric Chenowith,C,12.90%,,264,85,111,88,7' 1'',7' 4'',9' 3'',12.5,,3.59,23.5,27.5,6
11,2012,2001,Gilbert Arenas,Gilbert Arenas,SG,5.30%,,199,74.25,99.5,81.5,6' 2.25'',6' 9.5'',8' 3.5'',,,3.25,31.5,36,12
-2001,,2001,Greg Stevenson,Greg Stevenson,SF,7.30%,,215,75.75,102,84.5,6' 3.75'',7' 0.5'',8' 6'',11.29,,3.23,30,35.5,15
-2001,,2001,Gyasi ClineHeard,Gyasi ClineHeard,PF,8.00%,,231,78.25,103,83.5,6' 6.25'',6' 11.5'',8' 7'',11.4,,3.23,31.5,34.5,11
4,2005,2001,Horace Jenkins,Horace Jenkins,PG,6.00%,,171,71.75,97,77.25,5' 11.75'',6' 5.25'',8' 1'',10.97,,3.1,34.5,41,2
13,2014,2001,Jamaal Tinsley,Jamaal Tinsley,PG,13.60%,,199,72.75,97.5,79.5,6' 0.75'',6' 7.5'',8' 1.5'',11.96,,3.2,28,37.5,1
11,2012,2001,Jamario Moon,Jamario Moon,SF,5.30%,,185,78.5,103,83.5,6' 6.5'',6' 11.5'',8' 7'',11.64,,3.08,33,43,0
-2001,,2001,Jameel Watkins,Jameel Watkins,PFC,,,244.5,81.5,110,90,6' 9.5'',7' 6'',9' 2'',12.38,,3.45,28,30.5,11
4,2005,2001,Jamison Brewer,Jamison Brewer,PG,6.70%,,178,74.5,102.5,80.75,6' 2.5'',6' 8.75'',8' 6.5'',9.65,,3.15,26,32.5,12
10,2011,2001,Jarron Collins,Jarron Collins,CPF,15.20%,,252,81.25,104,87,6' 9.25'',7' 3'',8' 8'',11.65,,3.6,23,29,10
13,2014,2001,Jason Collins,Jason Collins,PFC,12.90%,,251,82.25,110,88.5,6' 10.25'',7' 4.5'',9' 2'',12.1,,3.54,25.5,28.5,8
-2001,,2001,Jason Gardner,Jason Gardner,PG,8.00%,,188,69.75,92.5,73.25,5' 9.75'',6' 1.25'',7' 8.5'',10.62,,3.17,30.5,35,10
14,2015,2001,Jason Richardson,Jason Richardson,SFSG,5.30%,,213,76.75,102.5,83.5,6' 4.75'',6' 11.5'',8' 6.5'',11.75,,3.12,32.5,39.5,15
-2001,,2001,Jerry Green,Jerry Green,PGSG,5.50%,,179,73.5,99,78.25,6' 1.5'',6' 6.25'',8' 3'',11.7,,3.17,28.5,35,13
2,2003,2001,Jeryl Sasser,Jeryl Sasser,PGSG,6.70%,,194,77.5,103.5,82.5,6' 5.5'',6' 10.5'',8' 7.5'',11.47,,3.22,29,34,1
21,2022,2001,Joe Johnson,Joe Johnson,SFSG,6.70%,,226,78.75,105,81,6' 6.75'',6' 9'',8' 9'',12.05,,3.4,32.5,36.5,12
2,2003,2001,Joseph Forte,Joseph Forte,SG,,,193,75.5,100.5,78.5,6' 3.5'',6' 6.5'',8' 4.5'',11.51,,3.19,26.5,33,10
-2001,,2001,Ken Johnson,Ken Johnson,C,9.90%,,227,82.75,109.5,88,6' 10.75'',7' 4'',9' 1.5'',11.27,,3.12,32.5,35,13
-2001,,2001,Kenny Gregory,Kenny Gregory,SF,6.70%,,200,75.5,101,83.25,6' 3.5'',6' 11.25'',8' 5'',11.33,,3.1,39.5,45.5,10
2,2003,2001,Kenny Satterfield,Kenny Satterfield,PG,6.70%,,176,73,98,76.5,6' 1'',6' 4.5'',8' 2'',12.05,,3.2,28.5,33,3
-2001,,2001,Kimani Ffriend,Kimani Ffriend,CPF,11.70%,,228,81.5,108.5,82.75,6' 9.5'',6' 10.75'',9' 0.5'',11.46,,3.09,32,33,9
2,2003,2001,Kirk Haston,Kirk Haston,PFSF,10.50%,,242,80,106,84.25,6' 8'',7' 0.25'',8' 10'',12.25,,3.35,27,31.5,11
12,2013,2001,Kwame Brown,Kwame Brown,PFC,8.90%,,243,82,108,85,6' 10'',7' 1'',9' 0'',11.59,,3.45,30,33,17
-2001,,2001,Lazaros Papadopoulos,Lazaros Papadopoulos,CPF,11.70%,,227,82.25,110.5,86.5,6' 10.25'',7' 2.5'',9' 2.5'',12,,3.7,23,26,4
-2001,,2001,Lee Scruggs,Lee Scruggs,PFSF,10.50%,,209,82.25,110.5,89.75,6' 10.25'',7' 5.75'',9' 2.5'',13.28,,3.55,23.5,29.5,0
7,2008,2001,Loren Woods,Loren Woods,CPF,9.30%,,246,84.75,113,89.5,7' 0.75'',7' 5.5'',9' 5'',11.83,,3.48,24.5,28,10
-2001,,2001,Martin Rancik,Martin Rancik,PFSF,8.00%,,230,80.75,102.5,80,6' 8.75'',6' 8'',8' 6.5'',10.77,,3.19,32,37,14
